year,recipient,recipient_iso3,aid,debt,aid_socgov,aid_econ,aid_human
2004,Tanzania,TZA,51392736.9955108,0,40644393.2744442,10748343.7210666,0
2005,Tanzania,TZA,511515.42370044964,0,257020.1824214818,232834.468791027,3767.09086746797
2006,Tanzania,TZA,28159639.817868393,0,15815296.14303109,8847718.12197549,1763433.27479734
2007,Tanzania,TZA,7046826.46655975,0,7046826.46655975,0,0
2008,Tanzania,TZA,129580761.3754594,0,36930860.65247521,92649900.7229842,0
2009,Tanzania,TZA,15432362.95365284,0,9637349.715730593,5736346.06228524,0
2010,Tanzania,TZA,211107731.97170192,0,238078.51445853198,210869653.45724338,0
2011,Tanzania,TZA,53702028.01289441,0,1616467.26649955,12035210.94183366,0
2012,Tanzania,TZA,9627.52335492638,1186863517.9573722,9627.52335492638,0,0
2013,Tanzania,TZA,26953394.66852246,125483725.1907671,23455411.93573123,3497982.73279123,0
2014,Tanzania,TZA,309396.79506972345,289125359.165977,2891.25359165977,289125.359165977,17380.1823120867
2015,Tanzania,TZA,49777301.15492606,39925811.3340736,1513805.547404401,46985397.731769495,0
2016,Tanzania,TZA,1288975.2556665249,3310725.45179845,1237725.6356696447,0,51249.6199968801
2017,Tanzania,TZA,26425715.068663605,0,26291561.95132801,134153.117335596,0
2000,Uganda,UGA,9280575.50527289,0,2152251.07473413,7128324.43053876,0
2001,Uganda,UGA,126590966.82425116,0,8640849.211446622,8822021.63508154,0
2002,Uganda,UGA,17409517.90406757,0,17409517.90406757,0,0
2003,Uganda,UGA,549755.2383956496,0,21144.4322459865,0,528610.806149663
2004,Uganda,UGA,9884804.2702987,0,9884804.2702987,0,0
2005,Uganda,UGA,2417744.6219669506,0,68963.4661006705,2348781.15586628,0
2006,Uganda,UGA,37386725.99454769,0,24002179.95706571,13384546.03748198,0
2007,Uganda,UGA,147145594.59922907,0,74673470.61411028,45771583.7535568,156143.510126093
2008,Uganda,UGA,33824290.59503616,0,9075505.129244087,11525280.82407827,0
2009,Uganda,UGA,79458182.48982705,146667939.09252,1595065.1388169662,77863117.35101008,0
2010,Uganda,UGA,4422066.838716284,0,4255275.463266253,106359.717678281,60431.6577717511
2011,Uganda,UGA,104253167.70914,373803264.842571,0,104253167.70914,0
2012,Uganda,UGA,1591922.8340919712,91665.4223085588,777119.080238115,814803.753853856,0
2013,Uganda,UGA,0,0,0,0,0
2014,Uganda,UGA,771000.957775939,1848145850.983632,771000.957775939,0,0
2015,Uganda,UGA,240176972.23815307,9831522.12117056,265913.027334662,239911059.2108184,0
2016,Uganda,UGA,7871941.63152078,87103344.2437282,6149954.39962561,1721987.23189517,0
2017,Uganda,UGA,29621902.55922184,0,24923.5845459412,29596978.9746759,0
2000,Vietnam,VNM,120061782.89603777,0,0,120017230.8683469,44552.0276908673
2001,Vietnam,VNM,7910556.68570156,0,0,7910556.68570156,0
2002,Vietnam,VNM,5242141.22035445,0,5242141.22035445,0,0
2003,Vietnam,VNM,280215201.3083158,0,0,267174875.1435096,0
2004,Vietnam,VNM,285005.7190252429,22761244.5530033,285005.7190252429,0,0
2005,Vietnam,VNM,273672344.22890973,523625630.578049,14137510.550637452,259534833.6782723,0
2006,Vietnam,VNM,11059647.6524693,1675348461.9096897,11059647.6524693,0,0
2007,Vietnam,VNM,0,1157043708.690672,0,0,0
2008,Vietnam,VNM,228526467.380813,349422482.72668284,0,228526467.380813,0
2009,Vietnam,VNM,34007439.98699386,657062929.8467089,0,34007439.98699386,0
2010,Vietnam,VNM,107148842.63415876,1238300345.8741448,5687.65370841191,107131068.648896,12086.3315543502
2011,Vietnam,VNM,1084297.445074688,2057276779.562264,16288.116953057903,1068009.32812163,0
2012,Vietnam,VNM,10185.0469231732,1019419310.54952,0,0,10185.0469231732
2013,Vietnam,VNM,47408264.3038035,29149856.1065936,0,47408264.3038035,0
2014,Vietnam,VNM,0,2220482758.394702,0,0,0
2015,Vietnam,VNM,17940.5885133647,1378369569.8659892,17940.5885133647,0,0
2016,Vietnam,VNM,0,4025850493.215766,0,0,0
2017,Vietnam,VNM,249946487.44113815,0,147984.894873379,249798502.54626477,0
2000,Vanuatu,VUT,11138006.9227168,0,0,0,0
2001,Vanuatu,VUT,0,0,0,0,0
2002,Vanuatu,VUT,0,0,0,0,0
2003,Vanuatu,VUT,17636693.27847626,0,528610.806149663,16466079.02754977,0
2004,Vanuatu,VUT,7306899.515305476,0,7306899.515305476,0,0
2005,Vanuatu,VUT,12516115.967914589,0,5580272.967129739,0,0
2006,Vanuatu,VUT,9185128.90294056,0,4423859.06098774,4761269.84195282,0
2007,Vanuatu,VUT,29806098.52125195,0,0,29806098.52125195,0
2008,Vanuatu,VUT,51323444.6667522,0,38087744.5634688,0,0
2009,Vanuatu,VUT,5810274.4286183,0,5810274.4286183,0,0
2010,Vanuatu,VUT,7142071.24325974,0,7142071.24325974,0,0
2011,Vanuatu,VUT,53400.4664060816,0,0,0,53400.4664060816
2012,Vanuatu,VUT,4326.56885904912,0,4326.56885904912,0,0
2013,Vanuatu,VUT,14195979.9239111,78704.6114878028,14195979.9239111,0,0
2014,Vanuatu,VUT,164717142.7260745,0,25210753.68279939,139506389.04327512,0
2015,Vanuatu,VUT,9676.60765044751,0,9676.60765044751,0,0
2016,Vanuatu,VUT,2323720.795685154,0,2323720.795685154,0,0
2017,Vanuatu,VUT,29862785.82686253,0,28678906.6678755,1183879.15898703,0
2000,South Africa,ZAF,0,0,0,0,0
2001,South Africa,ZAF,0,78572229.1039612,0,0,0
2002,South Africa,ZAF,0,158370953.847211,0,0,0
2003,South Africa,ZAF,0,109951047.67913,0,0,0
2004,South Africa,ZAF,0,82636963.69969709,0,0,0
2005,South Africa,ZAF,0,45205090.4096157,0,0,0
2006,South Africa,ZAF,0,0,0,0,0
2007,South Africa,ZAF,6158522.46557944,619956.652158544,0,6158522.46557944,0
2008,South Africa,ZAF,0,0,0,0,0
2009,South Africa,ZAF,2322.85838781542,1462285102.261693,2322.85838781542,0,0
2010,South Africa,ZAF,0,466730872.2978164,0,0,0
2011,South Africa,ZAF,0,50863944.2517927,0,0,0
2012,South Africa,ZAF,0,203700938.463464,0,0,0
2013,South Africa,ZAF,3634633.59662494,787046114.879123,0,3634633.59662494,0
2014,South Africa,ZAF,0,189858985.852325,0,0,0
2015,South Africa,ZAF,23101.2779438201,2170596106.065761,23101.2779438201,0,0
2016,South Africa,ZAF,0,501397146.1984865,0,0,0
2017,South Africa,ZAF,0,249000000,0,0,0
2000,Zambia,ZMB,5615326.310781398,0,269082.987877328,5346243.32290407,0
2001,Zambia,ZMB,103344709.87793225,0,2409707.07406082,13632526.021692323,0
2002,Zambia,ZMB,37486551.86675465,0,18137808.6224264,19348743.24432825,0
2003,Zambia,ZMB,4355753.042673219,0,126866.593475919,0,0
2004,Zambia,ZMB,13911481.08756218,0,0,13911481.08756218,0
2005,Zambia,ZMB,16010136.186738893,0,0,15068363.4698719,941772.716866995
2006,Zambia,ZMB,49895385.96860289,16319395.728872571,18027225.67352498,30104727.02028057,1763433.27479734
2007,Zambia,ZMB,27257256.94074918,40441169.1226583,0,9368610.60756564,234215.26518914
2008,Zambia,ZMB,0,0,0,0,0
2009,Zambia,ZMB,635474002.0560333,0,128415928.89434004,507058073.16169316,0
2010,Zambia,ZMB,184617437.01578814,0,178189572.89685437,6427864.11893377,0
2011,Zambia,ZMB,42216827.74215402,659424918.0372812,2166477.937592819,0,0
2012,Zambia,ZMB,6111028.15390392,0,6111028.15390392,0,0
2013,Zambia,ZMB,7777804.293932984,477937281.9061411,7777804.293932984,0,0
2014,Zambia,ZMB,412196929.0697238,159311764.34382507,21877694.195655197,390319234.87406856,0
2015,Zambia,ZMB,136331767.15219626,408489912.6125154,1179782.65454046,135151984.4976558,0
2016,Zambia,ZMB,62939687.2275019,1194580097.308471,62939687.2275019,0,0
2017,Zambia,ZMB,354203464.53518313,1530576039.16,1348862.985183104,352854601.55,0
2000,Zimbabwe,ZWE,1389813.2625819738,12969800.0156872,1345414.93938664,0,44398.3231953338
2001,Zimbabwe,ZWE,17595526.989803977,0,17068156.54409054,527370.445713438,0
2002,Zimbabwe,ZWE,10571925.297732625,35238381.1529366,158492.7159981943,10413432.58173443,0
2003,Zimbabwe,ZWE,5328396.925988593,12982977.4210871,42288.864491973,4228886.4491973,0
2004,Zimbabwe,ZWE,518893.054939434,28270540.2130543,518893.054939434,0,0
2005,Zimbabwe,ZWE,11301272.6024039,116808073.84010419,0,11301272.6024039,0
2006,Zimbabwe,ZWE,18128656.62565311,408673943.4193552,15483506.7134571,2645149.91219601,0
2007,Zimbabwe,ZWE,23842696.587380353,468430530.3782813,2056300.7233755845,780717.550630469,0
2008,Zimbabwe,ZWE,10588560.082626764,53322842.3888564,3308925.02582086,0,661785.005164173
2009,Zimbabwe,ZWE,59201233.61901836,0,20085872.049303796,39111450.4246721,0
2010,Zimbabwe,ZWE,79070681.3822478,1380750.97720105,1812949.73315253,77257731.64909528,0
2011,Zimbabwe,ZWE,43017562.17455766,278516235.5520624,20651242.262292914,7497425.483413853,0
2012,Zimbabwe,ZWE,14011028.911957055,325387675.36806,8925471.040504755,5085557.8714523,0
2013,Zimbabwe,ZWE,26553751.920522302,310403137.651644,68016.33091538509,26485735.58960692,0
2014,Zimbabwe,ZWE,221055701.85917914,186003981.0634454,28912.5359165977,212724172.103211,481875.598609962
2015,Zimbabwe,ZWE,22904189.93279236,1374669654.380143,15552476.82412818,5161841.11884932,0
2016,Zimbabwe,ZWE,29804740.56911891,0,0,5124961.99968801,24679778.5694309
2017,Zimbabwe,ZWE,90753957.9493518,0,44395468.4620139,44798489.4873379,1060000
2000,Antigua & Barbuda,ATG,0,0,0,0,0
2001,Antigua & Barbuda,ATG,0,0,0,0,0
2002,Antigua & Barbuda,ATG,0,0,0,0,0
2003,Antigua & Barbuda,ATG,0,0,0,0,0
2004,Antigua & Barbuda,ATG,5971302.06725927,0,5971302.06725927,0,0
2005,Antigua & Barbuda,ATG,14942084.3218119,0,14942084.3218119,0,0
2006,Antigua & Barbuda,ATG,38126080.524553575,0,38126080.524553575,0,0
2007,Antigua & Barbuda,ATG,0,0,0,0,0
2008,Antigua & Barbuda,ATG,63589624.89203395,0,794142.006197007,62795482.885836944,0
2009,Antigua & Barbuda,ATG,4563002.54954508,0,4563002.54954508,0,0
2010,Antigua & Barbuda,ATG,1257873.7654712538,0,1257873.7654712538,0,0
2011,Antigua & Barbuda,ATG,59184307.57466528,0,4912842.9093595,54271464.66530578,0
2012,Antigua & Barbuda,ATG,15414358.539176827,0,6360983.496356209,9053375.04282062,0
2013,Antigua & Barbuda,ATG,50252760.16203172,0,6005046.81181512,44247713.3502166,0
2014,Antigua & Barbuda,ATG,12765808.620775871,0,9637511.97219924,0,0
2015,Antigua & Barbuda,ATG,1238127.27637288,0,1238127.27637288,0,0
2016,Antigua & Barbuda,ATG,92549169.6353661,0,0,92549169.6353661,0
2017,Antigua & Barbuda,ATG,2175000,0,175000,0,2000000
2000,Bosnia & Herzegovina,BIH,0,0,0,0,0
2001,Bosnia & Herzegovina,BIH,2619074.30346537,0,2619074.30346537,0,0
2002,Bosnia & Herzegovina,BIH,0,0,0,0,0
2003,Bosnia & Herzegovina,BIH,0,0,0,0,0
2004,Bosnia & Herzegovina,BIH,4777041.65380741,0,4777041.65380741,0,0
2005,Bosnia & Herzegovina,BIH,2298782.20335568,0,2298782.20335568,0,0
2006,Bosnia & Herzegovina,BIH,221192.953049387,0,221192.953049387,0,0
2007,Bosnia & Herzegovina,BIH,0,0,0,0,0
2008,Bosnia & Herzegovina,BIH,0,0,0,0,0
2009,Bosnia & Herzegovina,BIH,3816772.16464578,0,3816772.16464578,0,0
2010,Bosnia & Herzegovina,BIH,0,0,0,0,0
2011,Bosnia & Herzegovina,BIH,0,519636709.055433,0,0,0
2012,Bosnia & Herzegovina,BIH,0,0,0,0,0
2013,Bosnia & Herzegovina,BIH,9938687.46098169,0,0,5829971.22131872,0
2014,Bosnia & Herzegovina,BIH,639320.392301712,0,0,0,639320.392301712
2015,Bosnia & Herzegovina,BIH,0,0,0,0,0
2016,Bosnia & Herzegovina,BIH,0,293890125.388693,0,0,0
2017,Bosnia & Herzegovina,BIH,5623426.00518843,692398602.549962,5623426.00518843,0,0
2000,Bolivia,BOL,0,0,0,0,0
2001,Bolivia,BOL,3855077.95816523,0,0,3855077.95816523,0
2002,Bolivia,BOL,0,0,0,0,0
2003,Bolivia,BOL,63433.2967379596,0,0,0,63433.2967379596
2004,Bolivia,BOL,21452920.18638175,0,0,21452920.18638175,0
2005,Bolivia,BOL,47734702.51801302,0,0,39447102.609583475,0
2006,Bolivia,BOL,0,0,0,0,0
2007,Bolivia,BOL,3981659.508215387,0,0,3903587.75315234,78071.7550630469
2008,Bolivia,BOL,8757330.934779923,0,685579.40214244,0,397071.003098503
2009,Bolivia,BOL,1042972.0113245889,0,651857.507077868,0,391114.504246721
2010,Bolivia,BOL,50173050.4838997,301601108.9741,0,50173050.4838997,0
2011,Bolivia,BOL,11833319.61524453,67901284.5584191,11833319.61524453,0,0
2012,Bolivia,BOL,0,0,0,0,0
2013,Bolivia,BOL,19467333.49002979,0,7773294.96175829,11694038.5282715,0
2014,Bolivia,BOL,963751.197219924,0,0,963751.197219924,0
2015,Bolivia,BOL,8603068.53141553,484104149.246437,8603068.53141553,0,0
2016,Bolivia,BOL,56403244.10150811,591686453.471868,56403244.10150811,0,0
2017,Bolivia,BOL,22402142.06942568,396134000,15002897.3257567,7399244.74366898,0
2000,Djibouti,DJI,0,0,0,0,0
2001,Djibouti,DJI,5259974.22612629,0,5259974.22612629,0,0
2002,Djibouti,DJI,10128943.38188399,0,4994816.43414325,5134126.94774074,0
2003,Djibouti,DJI,29665605.040512122,0,4261933.184764119,25403671.855748,0
2004,Djibouti,DJI,0,0,0,0,0
2005,Djibouti,DJI,0,0,0,0,0
2006,Djibouti,DJI,0,0,0,0,0
2007,Djibouti,DJI,11713327.564151637,0,562296.219809138,0,0
2008,Djibouti,DJI,57522455.5106375,0,9603478.073078021,47591289.2045738,0
2009,Djibouti,DJI,12595348.143331,0,12595348.143331,0,0
2010,Djibouti,DJI,0,0,0,0,0
2011,Djibouti,DJI,9912596.285900591,0,0,0,9912596.285900591
2012,Djibouti,DJI,78220250.8871901,0,5524030.330976807,62511173.6330401,0
2013,Djibouti,DJI,314515073.6820906,477856506.141,314515073.6820906,0,0
2014,Djibouti,DJI,59942880.375894696,0,59942880.375894696,0,0
2015,Djibouti,DJI,0,23988913.9756561,0,0,0
2016,Djibouti,DJI,0,383831803.964381,0,0,0
2017,Djibouti,DJI,82673241.3699623,150000000,82673241.3699623,0,0
2000,India,IND,0,0,0,0,0
2001,India,IND,1318426.11428359,0,0,0,1318426.11428359
2002,India,IND,0,0,0,0,0
2003,India,IND,0,0,0,0,0
2004,India,IND,0,0,0,0,0
2005,India,IND,0,0,0,0,0
2006,India,IND,0,0,0,0,0
2007,India,IND,0,0,0,0,0
2008,India,IND,0,992677507.746259,0,0,0
2009,India,IND,0,551341079.486461,0,0,0
2010,India,IND,0,1678791452.899242,0,0,0
2011,India,IND,0,2061258003.274748,0,0,0
2012,India,IND,0,942320541.331984,0,0,0
2013,India,IND,0,323893767.819064,0,0,0
2014,India,IND,0,18949902.4700921,0,0,0
2015,India,IND,0,0,0,0,0
2016,India,IND,0,81999391.9950082,0,0,0
2017,India,IND,0,0,0,0,0
2000,Jordan,JOR,0,0,0,0,0
2001,Jordan,JOR,436512.383910895,0,436512.383910895,0,0
2002,Jordan,JOR,0,0,0,0,0
2003,Jordan,JOR,20630712.15025754,0,0,19353426.85120742,0
2004,Jordan,JOR,2411892.2419528747,0,2411892.2419528747,0,0
2005,Jordan,JOR,0,0,0,0,0
2006,Jordan,JOR,4423859.06098774,0,4423859.06098774,0,0
2007,Jordan,JOR,64478342.9561103,0,64478342.9561103,0,0
2008,Jordan,JOR,14294556.1115461,0,14294556.1115461,0,0
2009,Jordan,JOR,0,0,0,0,0
2010,Jordan,JOR,0,0,0,0,0
2011,Jordan,JOR,15397566.230765548,2029217.7234311,15397566.230765548,0,0
2012,Jordan,JOR,3860033.17455484,0,1438338.95005375,0,2421694.22450109
2013,Jordan,JOR,2759077.963278084,0,0,0,2759077.963278084
2014,Jordan,JOR,0,0,0,0,0
2015,Jordan,JOR,0,0,0,0,0
2016,Jordan,JOR,4622460.92108527,133249011.9918883,3084972.32117887,0,1537488.5999064
2017,Jordan,JOR,31151827.9234097,1557000000,0,31076827.9234097,75000
2000,Kenya,KEN,0,0,0,0,0
2001,Kenya,KEN,43046168.183231734,130953.715173268,65476.8575866343,13184261.1428359,0
2002,Kenya,KEN,21920992.07713495,30666526.1390735,2169465.12119467,19751526.95594028,0
2003,Kenya,KEN,939800.0037880032,0,792000.422388558,137227.365276452,10572.2161229932
2004,Kenya,KEN,6708101.158003682,0,124821.513984743,0,6583279.64401894
2005,Kenya,KEN,5579030.017759944,0,1032182.89768622,3891694.192117355,655152.927956369
2006,Kenya,KEN,116900702.91047193,0,110596.476524693,115684141.66870031,1105964.76524693
2007,Kenya,KEN,109465429.43649717,0,65075054.0529561,44390375.38354108,0
2008,Kenya,KEN,26697369.18046778,217216663.0142253,22179794.66161024,0,4252860.516791875
2009,Kenya,KEN,373802137.072605,0,42089719.21862937,325303491.592759,6408926.261216663
2010,Kenya,KEN,174566400.97985882,65767967.6569025,54936707.65525882,119629693.3246,0
2011,Kenya,KEN,213543465.72367528,196086512.643131,192066173.77089065,0,21477291.952784598
2012,Kenya,KEN,567823321.5716535,129005390.88749379,103432439.10669267,464390882.4649608,0
2013,Kenya,KEN,45443419.75714192,118553347.6683036,10688280.5724176,33852408.2968094,0
2014,Kenya,KEN,136882772.71262464,3498052666.135137,21916.3703310806,125642316.079167,1775225.99681752
2015,Kenya,KEN,14943280.584834414,133413755.184284,2144431.86480106,12263075.0107343,7820.97139219594
2016,Kenya,KEN,28010992.3054948,2549728949.4415207,28010992.3054948,0,0
2017,Kenya,KEN,147564134.2310069,85157907.7548863,0,120366400,22197734.2310069
2000,Kyrgyzstan,KGZ,0,0,0,0,0
2001,Kyrgyzstan,KGZ,43244376.54850175,0,14239002.03426277,29005374.51423898,0
2002,Kyrgyzstan,KGZ,1677485.1905134218,5242141.22035445,1677485.1905134218,0,0
2003,Kyrgyzstan,KGZ,10572.2161229932,0,0,0,10572.2161229932
2004,Kyrgyzstan,KGZ,16118473.631091971,0,593088.256217922,15525385.37487405,0
2005,Kyrgyzstan,KGZ,427036.702582174,0,0,0,427036.702582174
2006,Kyrgyzstan,KGZ,3174179.89463521,135185249.8117482,0,3174179.89463521,0
2007,Kyrgyzstan,KGZ,22581249.0404578,6870314.445548129,12317044.9311588,0,0
2008,Kyrgyzstan,KGZ,10125310.57901184,115316394.51375987,0,9926775.07746259,198535.501549251
2009,Kyrgyzstan,KGZ,20884251.03476935,260742615.627788,0,20884251.03476935,0
2010,Kyrgyzstan,KGZ,2637047.404086968,0,0,0,1428414.2486519478
2011,Kyrgyzstan,KGZ,227485986.88990715,13257791.523671335,0,222145940.249299,5340046.64060816
2012,Kyrgyzstan,KGZ,29221776.9756465,541945281.8157768,29221776.9756465,0,0
2013,Kyrgyzstan,KGZ,0,1064930761.3184509,0,0,0
2014,Kyrgyzstan,KGZ,8211778.70251367,0,0,8211778.70251367,0
2015,Kyrgyzstan,KGZ,140651867.11226508,182132996.898646,0,140573214.9352957,78652.1769693644
2016,Kyrgyzstan,KGZ,75504697.5608529,0,0,75504697.5608529,0
2017,Kyrgyzstan,KGZ,41395814.64293048,0,147984.894873379,41247829.7480571,0
2000,Lesotho,LSO,0,0,0,0,0
2001,Lesotho,LSO,11399879.06234202,0,0,1266653.22914912,0
2002,Lesotho,LSO,4957624.17261696,0,0,0,0
2003,Lesotho,LSO,12637111.259603132,0,6506141.82416255,6130969.43544058,0
2004,Lesotho,LSO,0,0,0,0,0
2005,Lesotho,LSO,20843901.04701166,0,18960355.61327767,0,0
2006,Lesotho,LSO,8693819.08225651,0,2506526.74647143,4423859.06098774,0
2007,Lesotho,LSO,10264204.109299,0,0,0,0
2008,Lesotho,LSO,37801204.629842736,0,0,36477634.6195144,0
2009,Lesotho,LSO,7742.86129271808,0,7742.86129271808,0,0
2010,Lesotho,LSO,14709907.283155411,0,14105590.7054379,0,0
2011,Lesotho,LSO,33799263.94403491,0,22056.5919718343,33777207.352063075,0
2012,Lesotho,LSO,27511433.779047366,0,25711069.506933,0,508794.01904711674
2013,Lesotho,LSO,0,0,0,0,0
2014,Lesotho,LSO,0,0,0,0,0
2015,Lesotho,LSO,983152.212117056,0,0,0,0
2016,Lesotho,LSO,29273.37228949673,0,29273.37228949673,0,0
2017,Lesotho,LSO,50547.34008018246,0,43036.59118268135,7510.74889750111,0
2000,Niger,NER,0,0,0,0,0
2001,Niger,NER,47463340.1142094,0,0,0,0
2002,Niger,NER,23332770.57179762,0,21055060.21155361,2277710.36024401,0
2003,Niger,NER,2940658.1800147137,0,1510098.6450785836,1430559.53493613,0
2004,Niger,NER,119426.041345185,0,119426.041345185,0,0
2005,Niger,NER,535311.042384468,0,0,0,535311.042384468
2006,Niger,NER,51427361.58398254,0,221192.953049387,50763782.72483438,0
2007,Niger,NER,8724573.492904203,0,8211363.287439249,513210.205464953,0
2008,Niger,NER,285658.084226016,1164741609.08894,285658.084226016,0,0
2009,Niger,NER,60877516.02610018,0,60877516.02610018,0,0
2010,Niger,NER,2755857.017408491,0,366022.62887605,0,1785517.81081493
2011,Niger,NER,5730318.450347208,107386459.763923,5730318.450347208,0,0
2012,Niger,NER,55010035.45028813,0,51764096.04072485,1935158.9154029,292275.801843066
2013,Niger,NER,171794150.5231888,37368143.378239,142224.79291141,171651925.73027742,0
2014,Niger,NER,0,0,0,0,0
2015,Niger,NER,88689815.58750197,0,0,88689815.58750197,0
2016,Niger,NER,16481464.62589811,0,8769033.82295093,0,0
2017,Niger,NER,1484511.107674862,0,463893.613731251,0,20617.4939436111
2000,Nigeria,NGA,0,0,0,0,0
2001,Nigeria,NGA,0,0,0,0,0
2002,Nigeria,NGA,11932058.1665707,845247441.490121,11932058.1665707,0,0
2003,Nigeria,NGA,5165253.31207214,0,0,0,0
2004,Nigeria,NGA,0,0,0,0,0
2005,Nigeria,NGA,9257195.93291334,420030631.7226787,9257195.93291334,0,0
2006,Nigeria,NGA,1105964.76524693,35268665.4959468,1105964.76524693,0,0
2007,Nigeria,NGA,20413276.91570837,0,20413276.91570837,0,0
2008,Nigeria,NGA,0,8867919.06919992,0,0,0
2009,Nigeria,NGA,954193.041161445,0,954193.041161445,0,0
2010,Nigeria,NGA,0,1353185680.8250499,0,0,0
2011,Nigeria,NGA,0,0,0,0,0
2012,Nigeria,NGA,0,509252346.15866,0,0,0
2013,Nigeria,NGA,983865.243764735,1830921895.29255,12203.3735449469,971661.870219788,0
2014,Nigeria,NGA,1798770.572931557,0,234622.248643247,0,1564148.32428831
2015,Nigeria,NGA,49685.7810413941,0,49685.7810413941,0,0
2016,Nigeria,NGA,335074113.5393623,0,0,335074113.5393623,0
2017,Nigeria,NGA,12638738.803773375,1812640026.2,239494.0601043947,0,12399244.74366898
2000,Serbia,SRB,0,0,0,0,0
2001,Serbia,SRB,5273704.45713437,0,0,0,5273704.45713437
2002,Serbia,SRB,7863211.83053168,0,7863211.83053168,0,0
2003,Serbia,SRB,148011025.721905,0,0,0,0
2004,Serbia,SRB,0,0,0,0,0
2005,Serbia,SRB,18835.45433733988,0,0,0,18835.45433733988
2006,Serbia,SRB,2433417.17748437,0,2433417.17748437,0,0
2007,Serbia,SRB,0,0,0,0,0
2008,Serbia,SRB,1904387.22817344,0,1904387.22817344,0,0
2009,Serbia,SRB,123702529.53290074,0,1539443.6870711702,271666.53301256,0
2010,Serbia,SRB,36585259.943598,262756847.991573,0,36585259.943598,0
2011,Serbia,SRB,6357261.435162696,312926733.139638,6357261.435162696,0,0
2012,Serbia,SRB,3076012.960298436,0,2421694.22450109,654318.735797346,0
2013,Serbia,SRB,0,292470222.936156,0,0,0
2014,Serbia,SRB,1172496.928818379,586414041.777843,703252.431531884,0,469244.497286495
2015,Serbia,SRB,1573043.53938728,0,1573043.53938728,0,0
2016,Serbia,SRB,0,818692730.0230787,0,0,0
2017,Serbia,SRB,0,297759982,0,0,0
2000,Suriname,SUR,0,0,0,0,0
2001,Suriname,SUR,10912809.5977723,0,10912809.5977723,0,0
2002,Suriname,SUR,0,45726337.0310492,0,0,0
2003,Suriname,SUR,740055.128609529,0,0,740055.128609529,0
2004,Suriname,SUR,0,85685020.1979171,0,0,0
2005,Suriname,SUR,0,0,0,0,0
2006,Suriname,SUR,881716.63739867,0,881716.63739867,0,0
2007,Suriname,SUR,4996592.324035,0,0,4996592.324035,0
2008,Suriname,SUR,76175489.1269377,185961586.451132,0,76175489.1269377,0
2009,Suriname,SUR,0,0,0,0,0
2010,Suriname,SUR,0,0,0,0,0
2011,Suriname,SUR,14846763.1158695,0,14846763.1158695,0,0
2012,Suriname,SUR,48466173.74634858,0,48466173.74634858,0,0
2013,Suriname,SUR,1651825.17937363,0,1651825.17937363,0,0
2014,Suriname,SUR,1094903.82700182,19275.0239443984,1094903.82700182,0,0
2015,Suriname,SUR,26747722.1613101,64196889.9946074,26747722.1613101,0,0
2016,Suriname,SUR,273672970.7833392,100928522.851985,15374885.999064,240873213.985336,1024992.3999376
2017,Suriname,SUR,363356.2370681122,0,0,350000,13356.2370681122
2000,Ukraine,UKR,0,0,0,0,0
2001,Ukraine,UKR,0,2109481.782853746,0,0,0
2002,Ukraine,UKR,0,826607.038331592,0,0,0
2003,Ukraine,UKR,0,0,0,0,0
2004,Ukraine,UKR,0,0,0,0,0
2005,Ukraine,UKR,574695.550838921,0,574695.550838921,0,0
2006,Ukraine,UKR,5650624.41634868,1442135.73212926,3438694.88585481,0,2211929.53049387
2007,Ukraine,UKR,0,0,0,0,0
2008,Ukraine,UKR,0,0,0,0,0
2009,Ukraine,UKR,667935.128813011,0,0,0,667935.128813011
2010,Ukraine,UKR,0,0,0,0,0
2011,Ukraine,UKR,13216795.0478674,55668806.0780325,13216795.0478674,0,0
2012,Ukraine,UKR,1235064.05449556,1614329937.3229523,1235064.05449556,0,0
2013,Ukraine,UKR,3160550.9535869,0,3160550.9535869,0,0
2014,Ukraine,UKR,14311957.167238047,0,14311957.167238047,0,0
2015,Ukraine,UKR,1564194.27843918,49157610.6058528,0,1564194.27843918,0
2016,Ukraine,UKR,11568646.204420771,0,3856215.40147359,0,7712430.80294718
2017,Ukraine,UKR,100000,0,0,100000,0
2000,Uzbekistan,UZB,0,0,0,0,0
2001,Uzbekistan,UZB,8829010.484424623,26368522.2856718,918453.798723062,7910556.68570156,0
2002,Uzbekistan,UZB,0,0,0,0,0
2003,Uzbekistan,UZB,25543151.4104043,61826317.7728214,0,25543151.4104043,0
2004,Uzbekistan,UZB,66391702.60786267,0,52777133.89451158,13614568.71335109,0
2005,Uzbekistan,UZB,68548229.33104873,35787363.24094574,68548229.33104873,0,0
2006,Uzbekistan,UZB,0,28107715.6536497,0,0,0
2007,Uzbekistan,UZB,77428888.65374,435564576.7555269,12317044.9311588,65111843.7225812,0
2008,Uzbekistan,UZB,83265564.34285438,0,72041690.65527008,11223873.6875843,0
2009,Uzbekistan,UZB,62651754.09498487,91403459.6424587,14312895.61742167,48338858.4775632,0
2010,Uzbekistan,UZB,443877585.9662251,307452102.07956064,0,443341930.6229806,535655.34324448
2011,Uzbekistan,UZB,177396349.4010028,246892271.9710099,0,176862344.736942,534004.664060816
2012,Uzbekistan,UZB,299287603.8374441,299060731.9172307,0,299287603.8374441,0
2013,Uzbekistan,UZB,703288861.665081,1263160431.285719,0,703288861.665081,0
